RESPONSE_ID,AGE,GENDER,RACE,EDUCATION,PROFESSION,APPS_USED,FREQUENCY_OF_USE,DURATION_OF_USE,MODALITY,USE_CASES,USE_CASES_MORE_DETAILS,DELETE_HISTORY_AWARE,EXPORT_CHAT_AWARE,OPT_OUT_AWARE,BEHAVIOURS_ENGAGED,SHARE_PII,SHARE_DEMOGRAPHICS,SHARE_SEXUAL_ORIENTATION,SHARE_BANKING,SHARE_CREDIT_SCORE,SHARE_PURCHASES,SHARE_RELIGION,SHARE_HOBBIES,SHARE_PERSONAL_LIFE,SHARE_HEALTH,SHARE_PHOTOS,SHARE_WORK,TRAINING_EXPECTATIONS,DELETE_CHATS_LOSE_ACCESS,DELETE_CHATS_ERASURE,DELETE_CHATS_UNLEARN,DELETE_ACCOUNT_LOSE_ACCESS,DELETE_ACCOUNT_DATA_ERASURE,DELETE_ACCOUNT_CHAT_ERASURE,DELETE_ACCOUNT_UNLEARN,TRAINING_AWARE,TRAINING_CONCERN,TRAINING_POSSIBLE,DEV_ACCESS_AWARE,DEV_ACCESS_CONCERNED,DEV_ACCESS_POSSIBLE,LEGAL_ACCESS_AWARE,LEGAL_ACCESS_CONCERN,LEGAL_ACCESS_POSSIBLE,HEALTH_AWARE,HEALTH_CONCERN,HEALTH_POSSIBLE,FINANCE_AWARE,FINANCE_CONCERN,FINANCE_POSSIBLE,EXTRACTION_AWARE,EXTRACTION_CONCERN,EXTRACTION_POSSIBLE,LEAK_AWARE,LEAK_CONCERN,LEAK_POSSIBLE,MEM_AWARE,MEM_CONCERN,MEM_POSSIBLE,EXTENSION_AWARE,EXTENSION_CONCERN,EXTENSION_POSSIBLE,DECEPTION_AWARE,DECEPTION_CONCERN,DECEPTION_POSSIBLE,Challenges,Solutions
R_2DOoEMRjsbJUMWH,35 - 44,Woman,White,A-Level or equivalent,Carer,ChatGPT,Weekly,1 - 3 months,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.)",,Was aware,Was aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source,Removed personal information from prompts either before or after I submit them,Deleted/cleared my chat history,Used a VPN or private browser while using an AI chatbot to make it harder to track me",Not at all willing,Moderately willing,Quite willing,Not at all willing,Not at all willing,Quite willing,Quite willing,Moderately willing,Not at all willing,Slightly willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,Not at all concerned,No,Yes,Quite concerned,Yes,Yes,A little concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,"No I do not, I only input what I am happy to share.","Nothing, but feel there should be more warnings in general to only share what you would on the open/public internet. "
R_2bfMezQLcsS3gkx,18-24,Woman,Black,A-Level or equivalent,Biochemistry student,"ChatGPT,Microsoft Copilot/Bing,Github Copilot",Daily,6 - 12 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source,Removed personal information from prompts either before or after I submit them,Deleted/cleared my chat history,Created an anonymous email and/or pseudonym to use an AI chatbot so that my chats are not linked to me",Not at all willing,Moderately willing,Quite willing,Not at all willing,Not at all willing,Slightly willing,Slightly willing,Quite willing,Quite willing,Moderately willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Within a few days,Within a few days,Immediately,Within a few days,Immediately,Within a few days,Yes,Quite concerned,Yes,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,No,Moderately concerned,No,No,Quite concerned,Yes,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,No,Quite concerned,No,No,A little concerned,No,No,A confirmation that data and prompts are destroyed completely after chat or account deletion
R_8AF4sP4RWCEwmUb,55+,Man,White,Bachelor's degree,Retired after 45 years of teaching and school inspecting,"ChatGPT,Microsoft Copilot/Bing",Monthly,More than a year,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.)",,Was not aware,Was not aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source,Removed personal information from prompts either before or after I submit them",Not at all willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,Not at all willing,Slightly willing,Slightly willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,A little concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,Yes,Quite concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,If you provided personal information then you are stupid and open to fraud etc,Very strong laws govening their use.
R_2Wl9AVETncXQaPL,45 - 54,Man,White,Bachelor's degree,Finance Director for a multinational firm,"ChatGPT,Google Gemini/Bard",Weekly,6 - 12 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about personal topics (e.g., health, finances, relationships)",,Was aware,Was aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source,Deleted/cleared my chat history,Exported or made a backup of my chat history",Moderately willing,Quite willing,Quite willing,Slightly willing,Slightly willing,Moderately willing,Quite willing,Moderately willing,Moderately willing,Moderately willing,Slightly willing,Slightly willing,My data will continue to be used to train models.,Within a few months,Within a few weeks,Within a few months,Within a few months,Within a few days,Within a few weeks,Within a few months,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Very concerned,Yes,Yes,Moderately concerned,Yes,Yes,Very concerned,Yes,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,No,Yes,Very concerned,Yes,Lack of cross country regulation,More regulation
R_8CkVtTYF2qKsjup,35 - 44,Man,White and black ,Bachelor's degree,Tester ,ChatGPT,Weekly,3 - 6 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about general topics (world events, recipes, trivia, etc.)",,Was not aware,Was not aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source",Slightly willing,Moderately willing,Moderately willing,Moderately willing,Not at all willing,Slightly willing,Moderately willing,Moderately willing,Quite willing,Quite willing,Moderately willing,Moderately willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Within a few months,Within a few months,Within a few weeks,Within a few months,Within a few weeks,Within a few months,Within a few months,Yes,Quite concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,Yes,Quite concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,When you can delete the information or it’s blackout 
R_2YREVrArlt4GdFL,35 - 44,Man,White,Bachelor's degree,VP HR,"Google Gemini/Bard,Microsoft Copilot/Bing",Daily,6 - 12 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source",Moderately willing,Quite willing,Quite willing,Not at all willing,Moderately willing,Quite willing,Quite willing,Very willing,Slightly willing,Very willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,No,Very concerned,Yes,No,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,Yes,Not at all concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,No,I work hard to not share personal information: but then I feel the advice I get back is too generic.,"I think a ""privacy filter"" where personally identifiable information is flagged would be very helpful."
R_8ccP6uKo7RbcD2i,35 - 44,Man,White,A-Level or equivalent,Administration ,ChatGPT,Weekly,3 - 6 months,Mobile app,"Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was not aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source",Moderately willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,Not at all willing,Moderately willing,Moderately willing,Moderately willing,Moderately willing,Slightly willing,Quite willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Within a few days,Immediately,Immediately,Immediately,Immediately,Yes,Not at all concerned,Yes,No,Not at all concerned,No,No,Not at all concerned,Yes,No,A little concerned,Yes,No,A little concerned,No,No,Not at all concerned,No,No,A little concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,No,No,Moderately concerned,No,,
R_8c1LdAdZFbr8gqB,25 - 34,Man,Black,Bachelor's degree,part time employee,ChatGPT,Weekly,6 - 12 months,"Desktop/Web app,Mobile app","Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source",Quite willing,Very willing,Slightly willing,Not at all willing,Not at all willing,Slightly willing,Very willing,Very willing,Slightly willing,Quite willing,Slightly willing,Moderately willing,My data will continue to be used to train models.,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,Very concerned,Yes,Yes,Very concerned,Yes,No,A little concerned,No,No,A little concerned,Yes,No,Moderately concerned,No,No,A little concerned,No,No,Moderately concerned,Yes,Yes,Moderately concerned,Yes,No,Quite concerned,Yes,No,A little concerned,No,NA,NA
R_8qJsq4iwojDIcKH,25 - 34,Woman,White,High school,Customer Service Assistant,ChatGPT,Weekly,6 - 12 months,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source",Not at all willing,Quite willing,Moderately willing,Not at all willing,Not at all willing,Slightly willing,Moderately willing,Quite willing,Not at all willing,Not at all willing,Not at all willing,Slightly willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,Not at all concerned,Yes,Yes,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Very concerned,Yes,No,Very concerned,No,No,Very concerned,No,Yes,Very concerned,Yes,Yes,Very concerned,Yes,No,Very concerned,No,No,Very concerned,No,"Not really, the Ai chatbot can only know what you tell them so as long as you keep anything personal to yourself then they can't threaten your privacy",Being careful of what you say to a chatbot
R_2Ffa4pHEnOcU72f,45 - 54,Man,White,Bachelor's degree,Cargo Handler,"ChatGPT,Microsoft Copilot/Bing",Monthly,More than a year,Desktop/Web app,"Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was aware,Was aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source",Not at all willing,Moderately willing,Quite willing,Not at all willing,Not at all willing,Moderately willing,Moderately willing,Quite willing,Quite willing,Moderately willing,Moderately willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Within a few days,Within a few weeks,Immediately,Immediately,Immediately,Within a few weeks,Yes,Not at all concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,Yes,Quite concerned,Yes,No,Quite concerned,Yes,No,A little concerned,Yes,Yes,Quite concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,No,I have only used chatbots for quite trivial tasks so have not worried excessively about privacy.,I can't think of anything specific
R_8PTq3n3W2gU3wqV,45 - 54,Man,White,A-Level or equivalent,Associate Lecturer,"ChatGPT,Google Gemini/Bard,Microsoft Copilot/Bing",Monthly,More than a year,"Desktop/Web app,Mobile app","Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was not aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source",Not at all willing,Moderately willing,Very willing,Not at all willing,Not at all willing,Moderately willing,Very willing,Very willing,Moderately willing,Slightly willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,This will never happen,This will never happen,Yes,Moderately concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Moderately concerned,No,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Quite concerned,Yes,No,A little concerned,Yes,Companies can change policies without warning. Governments can also change legal restrictions.,Strong regulation.
R_2pnC7CpXIoAJXKX,25 - 34,Man,Black,Bachelor's degree,part time employee,ChatGPT,Weekly,6 - 12 months,"Desktop/Web app,Mobile app","Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source",Slightly willing,Very willing,Slightly willing,Not at all willing,Not at all willing,Very willing,Very willing,Very willing,Moderately willing,Very willing,Slightly willing,Quite willing,My data will continue to be used to train models.,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,No,Quite concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,Yes,Very concerned,Yes,No,Quite concerned,Yes,Yes,Moderately concerned,No,No,Quite concerned,Yes,Yes,Very concerned,Yes,No,A little concerned,Yes,No,A little concerned,No,NA,NA
R_8ZOCPUV6qUHZaRr,35 - 44,Man,Black,Master's degree,Engineer,"ChatGPT,Google Gemini/Bard,Microsoft Copilot/Bing",Weekly,More than a year,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was not aware,"Read the privacy policy/terms of use of the chatbot,Deleted/cleared my chat history",Not at all willing,Moderately willing,Quite willing,Not at all willing,Quite willing,Quite willing,Quite willing,Quite willing,Moderately willing,Slightly willing,Not at all willing,Slightly willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,No,Not at all concerned,Yes,No,Moderately concerned,No,No,Not at all concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,Yes,No,Very concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,Moderately concerned,No,,
R_8nV2BGmC7PXKzIx,35 - 44,Man,White,High school,Carer,ChatGPT,Monthly,3 - 6 months,"Desktop/Web app,Mobile app","Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was not aware,Read the privacy policy/terms of use of the chatbot,Slightly willing,Very willing,Very willing,Not at all willing,Not at all willing,Slightly willing,Very willing,Quite willing,Moderately willing,Slightly willing,Not at all willing,Slightly willing,My data will continue to be used to train models.,Within a few days,Within a few days,Within a few days,Within a few days,Within a few days,Within a few days,Within a few days,No,Moderately concerned,Yes,No,Quite concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,Yes,Very concerned,Yes,No,None I can think of
R_81mf88UPvEgOA9Z,25 - 34,Man,White,A-Level or equivalent,Construction worker,ChatGPT,Monthly,1 - 3 months,Mobile app,"Personal admin (e.g., job applications, personal emails)",,Was not aware,Was not aware,Was not aware,Read the privacy policy/terms of use of the chatbot,Slightly willing,Moderately willing,Moderately willing,Slightly willing,Slightly willing,Quite willing,Slightly willing,Quite willing,Quite willing,Quite willing,Slightly willing,Slightly willing,My data will continue to be used to train models.,Within a few days,This will never happen,Within a few days,Within a few days,This will never happen,This will never happen,This will never happen,No,Quite concerned,Yes,No,A little concerned,Yes,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,No,A little concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Quite concerned,Yes,Yes,Very concerned,Yes,Yes,Moderately concerned,Yes,Not yet,
R_2rYuKrntacIj5UR,45 - 54,Man,White,Bachelor's degree,Ecological Consultant,"ChatGPT,Google Gemini/Bard",Monthly,6 - 12 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was aware,Was aware,Was not aware,Read the privacy policy/terms of use of the chatbot,Not at all willing,Quite willing,Moderately willing,Not at all willing,Slightly willing,Slightly willing,Slightly willing,Quite willing,Slightly willing,Slightly willing,Not at all willing,Slightly willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Within a few days,Within a few days,Within a few days,This will never happen,Yes,Not at all concerned,Yes,No,Moderately concerned,No,No,Not at all concerned,Yes,No,Quite concerned,Yes,No,Very concerned,No,No,A little concerned,No,Yes,Moderately concerned,Yes,Yes,Not at all concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,No,no,unsure
R_2UXdS8BXxFeGDW4,45 - 54,Man,White,Bachelor's degree,Consultant,"ChatGPT,Microsoft Copilot/Bing",Monthly,1 - 3 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports)",,Was not aware,Was not aware,Was not aware,Read the privacy policy/terms of use of the chatbot,Slightly willing,Very willing,Quite willing,Not at all willing,Moderately willing,Very willing,Quite willing,Very willing,Moderately willing,Moderately willing,Quite willing,Quite willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,Moderately concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,Yes,Quite concerned,Yes,No,Very concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No as I do not use personal information,A disclaimer 
R_2dxPQSaHr67CPSQ,45 - 54,Woman,White,A-Level or equivalent,,ChatGPT,Weekly,3 - 6 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was not aware,Read the privacy policy/terms of use of the chatbot,Not at all willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,Not at all willing,Slightly willing,Moderately willing,Slightly willing,Not at all willing,Not at all willing,Moderately willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,Yes,Moderately concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,Not really. I wouldn't put anything too private on there.,Having an opt-out for certain conversations where they are not kept when finished or used for training.
R_2JPCu30UAjCUmEx,25 - 34,Man,Carribean and White,Master's degree,Mining Analytics Engineer,"ChatGPT,Google Gemini/Bard",Daily,3 - 6 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,"Read about how AI chatbots handle user data from another source,Removed personal information from prompts either before or after I submit them,Created an anonymous email and/or pseudonym to use an AI chatbot so that my chats are not linked to me",Not at all willing,Quite willing,Very willing,Not at all willing,Slightly willing,Quite willing,Quite willing,Quite willing,Moderately willing,Very willing,Not at all willing,Quite willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,No,Moderately concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,"For, me privacy is more or less unknown. Therefore I only put in what I would not mind getting leaked",Better understanding if what should and should not be put into these
R_2irPK6IvqSYwrFU,35 - 44,Man,White,High school,engineering computer ,"ChatGPT,Google Gemini/Bard,Microsoft Copilot/Bing",Daily,6 - 12 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was not aware,Was not aware,"Read about how AI chatbots handle user data from another source,Removed personal information from prompts either before or after I submit them",Not at all willing,Moderately willing,Slightly willing,Not at all willing,Not at all willing,Slightly willing,Moderately willing,Moderately willing,Slightly willing,Slightly willing,Slightly willing,Slightly willing,My data will continue to be used to train models.,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,A little concerned,Yes,Yes,Quite concerned,Yes,No,Quite concerned,Yes,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Moderately concerned,Yes,Yes,Very concerned,Yes,Yes,A little concerned,Yes,Yes,Quite concerned,Yes,Yes,Very concerned,Yes,nothing comes to mind,give less details
R_2Ntu2XEvhCVuGa7,25 - 34,Woman,White,Master's degree,Compliance Administrator ,"ChatGPT,Google Gemini/Bard",Weekly,6 - 12 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,"Read about how AI chatbots handle user data from another source,Removed personal information from prompts either before or after I submit them",Not at all willing,Slightly willing,Slightly willing,Not at all willing,Not at all willing,Not at all willing,Slightly willing,Moderately willing,Slightly willing,Not at all willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,This will never happen,This will never happen,Immediately,This will never happen,Immediately,This will never happen,Yes,A little concerned,Yes,No,A little concerned,Yes,Yes,Moderately concerned,Yes,Yes,Moderately concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,No,No,Moderately concerned,Yes,Yes,Moderately concerned,Yes,No,A little concerned,Yes,Yes,Moderately concerned,Yes,Ensuring that I don't share personal or company details when creating policies and documents ,No
R_201qdjKtqEvetVq,25 - 34,Woman,White,Bachelor's degree,I work in the energy industry developing decarbonation strategies for large organisations. ,ChatGPT,Weekly,1 - 3 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports)",,Was not aware,Was aware,Was not aware,"Read about how AI chatbots handle user data from another source,Removed personal information from prompts either before or after I submit them",Not at all willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,Slightly willing,Slightly willing,Moderately willing,Not at all willing,Slightly willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,This will never happen,This will never happen,Within a few days,This will never happen,This will never happen,This will never happen,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,Yes,Not at all concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Quite concerned,Yes,Yes,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,"AI chatbot can make assumptions based on what you ask search, it's the unknown and technical side of this that worries me. What information can they gather through simple prompts, we might not even realize we're doing it. ","Create a simple Beginners Guide to AI. This can be a short animation or video dispelling common myths about AI etc. There is a lot of mistrust with AI and yet we all use it, we still need more info to educate ourselves.  Plain english/ non technical info isn't too readily available."
R_2lX21YUQQyVsCI3,25 - 34,Man,White,Bachelor's degree,Procurement Manager ,"ChatGPT,Microsoft Copilot/Bing",Monthly,3 - 6 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports)",,Was aware,Was aware,Was not aware,"Read about how AI chatbots handle user data from another source,Removed personal information from prompts either before or after I submit them",Slightly willing,Very willing,Moderately willing,Not at all willing,Quite willing,Quite willing,Quite willing,Quite willing,Slightly willing,Quite willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,A little concerned,Yes,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,Yes,A little concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,"No, not really. I would hope most of it is just being sensible.","No, nothing specific."
R_2tztHIzjHOZMjol,18-24,Man,White,Bachelor's degree,Working in operations within banking and finance ,"ChatGPT,Google Gemini/Bard",Monthly,More than a year,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.)",,Was not aware,Was aware,Was not aware,"Read about how AI chatbots handle user data from another source,Exported or made a backup of my chat history",Not at all willing,Quite willing,Quite willing,Not at all willing,Not at all willing,Slightly willing,Not at all willing,Quite willing,Not at all willing,Moderately willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Within a few days,This will never happen,Immediately,Immediately,This will never happen,This will never happen,Yes,A little concerned,Yes,Yes,Quite concerned,Yes,Yes,A little concerned,Yes,Yes,Very concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,Yes,Quite concerned,Yes,No,Moderately concerned,Yes,Yes,Quite concerned,Yes,No,Very concerned,Yes,Can sometimes we unclear what data is being collected.,More knowledge and information surrounding chat bots as they begin to become mainstream.
R_8YPRpjincT7fnKn,18-24,Man,White,A-Level or equivalent,,"ChatGPT,Character.AI",Monthly,6 - 12 months,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.)",,Was aware,Was not aware,Was not aware,"Read about how AI chatbots handle user data from another source,Deleted/cleared my chat history",Not at all willing,Slightly willing,Slightly willing,Not at all willing,Not at all willing,Moderately willing,Moderately willing,Quite willing,Slightly willing,Moderately willing,Not at all willing,Slightly willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Within a few days,Within a few weeks,Within a few days,This will never happen,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,Yes,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Not at all concerned,No,Yes,Quite concerned,No,Yes,A little concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,No,,
